Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;EPEA*/SIC Success;EPEA*/SIC Runtime;EPEA*/SIC Solution Cost;EPEA*/SIC Expanded;EPEA*/SIC Generated;EPEA*/SIC Reopened;EPEA*/SIC BPMX boosts;EPEA*/SIC Closed List Hits;EPEA*/SIC Reopened With Old H;EPEA*/SIC H Updated From Other Area;EPEA*/SIC Max expansion delay;EPEA*/SIC Quick Insertions;EPEA*/SIC Quick Insertions Cancelled;EPEA*/SIC Expanded Full States;EPEA*/SIC Solution Depth;Makespan;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;
;16;16;20;0;8;0;300003.5112;-2;25275;234496;0;0;1166835;0;0;25109;15332;22555;25275;0;-1;1;6.12409999966621;214;2;3;8;0;19;
;16;16;20;0;9;0;300004.348200001;-2;12966;289527;0;0;553858;0;0;12894;9934;17448;12966;0;-1;1;5.83379999920726;180;2;2;11;0;16;
;16;16;22;0;0;0;300002.417099999;-2;4087;277716;0;0;35981;0;0;4077;3672;77435;4087;0;-1;1;11.6497999988496;227;1;1;19;0;22;
;16;16;22;0;1;0;300009.6997;-2;568;12289;0;0;0;0;0;566;0;0;568;0;-1;1;633.065600000322;201;146;272;176;3;21;
;16;16;22;0;2;1;25778.1272999998;214;1378;113784;0;0;1617;0;0;1285;1358;14121;1378;0;23;1;6.97989999875426;214;1;1;13;0;23;
;16;16;22;0;3;0;322575.8847;-2;1;1;0;0;0;0;0;-1;0;0;1;1;-1;1;145.704800000414;243;1;1;9;0;21;
;16;16;22;0;4;0;499563.841899998;-2;1;786433;0;0;0;0;0;-1;0;0;1;0;-1;1;18.5829999987036;294;1;1;19;0;20;
;16;16;22;0;5;0;300034.4811;-2;2086;382741;0;0;700;0;0;1219;2842;84986;2086;0;-1;1;29.0694000013173;231;11;13;23;5;20;
;16;16;22;0;6;0;300011.777500002;-2;42247;70053;0;0;98940;0;0;41930;42404;0;42247;0;-1;1;15.0804999992251;216;7;11;24;2;21;
;16;16;22;0;7;0;300004.715700001;-2;2444;125441;0;0;0;0;0;2441;2560;0;2444;0;-1;1;111.191199999303;227;13;21;30;6;24;
;16;16;22;0;8;0;300013.6822;-2;10527;177113;0;0;73768;0;0;9683;10087;56433;10527;0;-1;1;462.306199999526;212;164;305;345;2;19;
;16;16;22;0;9;0;360974.373399999;-2;1;737281;0;0;0;0;0;-1;0;0;1;0;-1;1;432.131999999285;262;87;156;126;3;24;
;16;16;24;0;0;0;300056.3672;-2;2;589825;0;0;0;0;0;0;0;0;2;0;-1;1;24.3013000003994;309;4;5;21;0;28;
;16;16;24;0;1;0;978023.4186;-2;1;1048577;0;0;0;0;0;-1;0;0;1;0;-1;1;11.6958999987692;255;1;1;15;0;22;
