sep=;
Instance; First_solved;solved;;1stOPT;1stSOL-COST;1stMakespan;1stTheoricMakespan;1stRunTime;1stGroundTime;1stGroundPerc;1stAtoms;1stBodies;1stRules;1stTotal;;OPT;SOL-COST;Makespan;TheoricMakespan;RunTime;GroundTime;GroundPerc;Atoms;Bodies;Rules;Total
Instance-20-10-22-8;1;1;"	";-322;294;-1;31;20,84943938;10,79562259;51,7789586;173778;5307701;5347870;10829349;"	";-388;294;-1;31;48,62972283;24,48309064;50,34593909;206165;6589578;6637753;13433496
Instance-20-10-22-9;1;1;"	";-266;284;-1;34;15,24246502;7,632714033;50,0753259;138537;3865594;3897180;7901311;"	";-464;284;-1;34;49,20130324;23,70983529;48,18944566;234472;7614593;7669706;15518771
Instance-20-10-24-0;1;1;"	";-201;279;-1;20;9,625506163;5,188148737;53,90000951;100398;2637318;2659412;5397128;"	";-201;279;-1;20;9,625506163;5,188148737;53,90000951;100398;2637318;2659412;5397128
Instance-20-10-24-1;1;1;"	";-284;388;-1;29;25,29328704;12,5103631;49,46119926;185670;6119260;6162136;12467066;"	";-308;388;-1;29;53,09353757;26,16089034;49,27321015;197345;6617881;6663629;13478855
Instance-20-10-24-2;1;1;"	";-369;351;-1;33;29,49751949;14,57404041;49,40768127;206814;6855623;6903988;13966425;"	";-441;351;-1;33;67,66208792;32,78422832;48,45287713;242107;8369858;8426946;17038911
Instance-20-10-24-3;1;1;"	";-438;330;-1;35;35,82633185;17,508816;48,87136108;233223;8071349;8125890;16430462;"	";-510;330;-1;35;81,44290519;38,9997232;47,88596761;268616;9594441;9657783;19520840
Instance-20-10-24-4;1;1;"	";-351;297;-1;33;25,32124138;12,98609638;51,285386;177337;5794781;5834949;11807067;"	";-495;297;-1;33;67,56923699;33,06527591;48,93539927;247567;8802560;8860023;17910150
Instance-20-10-24-5;1;1;"	";-239;313;-1;33;13,17928553;6,72367692;51,01700624;124574;3428268;3456586;7009428;"	";-481;311;-1;31;51,70726919;24,52701998;47,43437501;239081;8269463;8325423;16833967
Instance-20-10-24-6;1;1;"	";-397;299;-1;42;30,86831236;14,7966826;47,93486092;203259;7008184;7054390;14265833;"	";-709;299;-1;42;101,4047732;45,10938954;44,48448343;356965;13642699;13727196;27726860
Instance-20-10-24-7;1;1;"	";-435;381;-1;35;41,91752672;20,58985758;49,11992474;254407;8919320;8979235;18152962;"	";-459;381;-1;35;87,61397195;42,45616007;48,45820721;266215;9426306;9489158;19181679
Instance-20-10-24-8;1;1;"	";-269;259;-1;24;12,46293926;6,396703005;51,32579779;118952;3268889;3295876;6683717;"	";-317;259;-1;24;28,74622846;14,60598922;50,81010624;140650;4131959;4164061;8436670
Instance-20-10-24-9;1;1;"	";-285;339;-1;31;19,20358849;9,877601147;51,43622586;158166;4804214;4840641;9803021;"	";-405;339;-1;31;50,99541473;25,37815094;49,76555456;215791;7241283;7291702;14748776
Instance-20-10-26-0;1;1;"	";-559;299;-1;34;50,16325426;23,45524597;46,75782366;266802;10218261;10280305;20765368;"	";-585;299;-1;34;103,8613198;48,72756648;46,91599008;279603;10815988;10881218;21976809
Instance-20-10-26-1;1;1;"	";-474;332;-1;36;45,00056481;20,92232227;46,49346594;243286;8995327;9052229;18290842;"	";-604;332;-1;36;107,209929;48,68163896;45,40777092;307258;11954548;12027363;24289169
Instance-20-10-26-2;1;1;"	";-236;336;-1;24;13,17678928;6,654788017;50,50386611;120476;3395300;3422390;6938166;"	";-288;336;-1;24;30,60920286;15,62435031;51,04461681;143230;4361269;4393617;8898116
Instance-20-10-26-3;1;1;"	";-377;325;-1;27;26,14541459;13,06447101;49,96849815;186448;6250995;6294073;12731516;"	";-377;325;-1;27;26,14541459;13,06447101;49,96849815;186448;6250995;6294073;12731516
Instance-20-10-26-4;1;1;"	";-268;356;-1;25;18,4383204;9,382397652;50,88531628;146531;4455282;4488918;9090731;"	";-294;356;-1;25;39,05413628;19,68431544;50,40263931;158463;4978660;5015114;10152237
Instance-20-10-26-5;1;1;"	";-256;368;-1;29;19,69879198;9,760787487;49,55018306;149809;4658610;4692803;9501222;"	";-386;368;-1;29;53,76645517;25,84739327;48,07345619;211600;7439011;7488070;15138681
Instance-20-10-26-6;1;1;"	";-405;349;-1;33;31,63258195;15,28689384;48,32641821;205586;7107420;7155212;14468218;"	";-509;349;-1;33;78,17366648;36,9844687;47,31064867;256284;9455812;9516068;19228164
Instance-20-10-26-7;1;1;"	";-557;353;-1;37;59,37642479;26,78987789;45,11871165;293298;11397804;11466260;23157362;"	";-609;353;-1;37;126,5218441;55,63295054;43,97102407;318929;12586079;12660927;25565935
Instance-20-10-26-8;1;1;"	";-381;347;-1;31;30,92921448;15,00983906;48,52964846;201584;7069193;7115466;14386243;"	";-459;347;-1;31;73,94647169;34,9806931;47,30542554;239615;8816720;8872338;17928673
Instance-20-10-26-9;1;1;"	";-340;388;-1;32;27,78727174;13,61708164;49,00474494;194270;6495644;6541374;13231288;"	";-444;388;-1;32;70,24542952;33,89693809;48,25500864;244828;8815492;8873623;17933943
Instance-20-10-28-0;1;1;"	";-296;432;-1;31;26,39950681;12,62817335;47,8348836;180482;6198580;6240015;12619077;"	";-436;432;-1;31;74,09423447;34,39214087;46,41675714;247521;9488060;9545727;19281308
Instance-20-10-28-1;1;1;"	";-485;355;-1;34;46,83860588;22,00957203;46,99023725;244742;9570072;9626455;19441269;"	";-597;355;-1;34;111,7231643;50,87460876;45,53631207;299805;12314642;12384703;24999150
Instance-20-10-28-2;1;1;"	";-440;428;-1;33;52,54724193;23,6664052;45,03833947;257658;10193498;10253746;20704902;"	";-496;428;-1;33;116,5402362;51,62639928;44,29920596;285134;11559272;11626326;23470732
Instance-20-10-28-3;1;1;"	";-555;369;-1;39;64,3104825;28,39828849;44,15810204;288543;11832327;11899197;24020067;"	";-723;369;-1;39;159,2466683;66,15351582;41,54153836;371327;15958527;16046033;32375887
Instance-20-10-28-4;1;1;"	";-279;365;-1;26;21,81738138;10,71724892;49,12252634;151212;5085469;5119137;10355818;"	";-363;365;-1;26;53,7404964;26,4863658;49,28567388;190400;6961372;7004349;14156121
Instance-20-10-28-5;1;1;"	";-441;427;-1;37;50,51768374;22,80479217;45,1421967;253734;9854780;9913847;20022361;"	";-609;427;-1;37;128,449769;55,70333648;43,36585181;336439;13966584;14046226;28349249
Instance-20-10-28-6;1;1;"	";-262;354;-1;29;17,73295593;8,687016964;48,98798033;134645;4257523;4287622;8679790;"	";-458;354;-1;29;60,25850511;28,36534166;47,07276029;226679;8713396;8765384;17705459
Instance-20-10-28-7;1;1;"	";-460;464;-1;36;60,9429028;27,07741427;44,43079182;284931;11562715;11629341;23476987;"	";-544;464;-1;36;136,0385246;59,33648801;43,61741512;326300;13628469;13705398;27660167
Instance-20-10-28-8;1;1;"	";-393;391;-1;36;37,4532125;16,98366141;45,34634089;213827;7964321;8013442;16191590;"	";-617;391;-1;36;112,2268531;48,71658278;43,40902504;323696;13425151;13501482;27250329
Instance-20-10-28-9;1;1;"	";-513;355;-1;34;53,09253955;23,6878705;44,61619411;257003;10211360;10270416;20738779;"	";-597;355;-1;34;119,4617081;53,1279819;44,47281289;298371;12264285;12333636;24896292
Instance-20-10-30-0;1;1;"	";-555;465;-1;40;79,10067534;32,93648362;41,63868826;319028;13800767;13875724;27995519;"	";-735;465;-1;40;193,6173427;77,87564754;40,22142152;407742;18503245;18600324;37511311
Instance-20-10-30-1;1;1;"	";-301;389;-1;26;26,76441884;12,36709309;46,20721698;164286;6087916;6123611;12375813;"	";-391;389;-1;26;65,3562994;29,94679594;45,82082556;206517;8255507;8301255;16763279
Instance-20-10-30-2;1;1;"	";-366;414;-1;26;35,01613665;16,50842714;47,14519854;203021;7829655;7875251;15907927;"	";-366;414;-1;26;35,01613665;16,50842714;47,14519854;203021;7829655;7875251;15907927
Instance-20-10-30-3;1;1;"	";-501;429;-1;35;63,04302239;27,10636663;42,9966166;272908;11532400;11594809;23400117;"	";-621;429;-1;35;149,4913707;62,69508076;41,93892963;331895;14670302;14747346;29749543
Instance-20-10-30-4;1;1;"	";-328;422;-1;30;31,99400091;14,51164126;45,35738217;186104;6962060;7004141;14152305;"	";-478;422;-1;30;88,60887074;39,71357393;44,81895955;258231;10729187;10788786;21776204
Instance-20-10-30-5;1;1;"	";-353;367;-1;26;28,71527886;13,49278092;46,98815912;176246;6621274;6660539;13458059;"	";-413;367;-1;26;66,1944499;30,48942232;46,06039081;204484;8077845;8123876;16406205
Instance-20-10-30-6;1;1;"	";-501;369;-1;35;53,40703321;23,88355589;44,71987013;247699;10231376;10287957;20767032;"	";-681;369;-1;35;141,6989141;60,10774755;42,41934242;336141;14909650;14988186;30233977
Instance-20-10-30-7;1;1;"	";-474;456;-1;36;59,01550531;26,21130919;44,41427563;268881;11089264;11151829;22509974;"	";-624;456;-1;36;146,640959;62,4335041;42,57576091;342542;15015176;15095989;30453707
Instance-20-10-30-8;1;1;"	";-403;377;-1;34;38,14959335;17,20929933;45,11004656;206273;8047586;8094208;16348067;"	";-643;377;-1;34;121,5398638;52,44058895;43,1468222;323498;14269127;14344634;28937259
Instance-20-10-30-9;1;1;"	";-435;375;-1;33;43,04171801;19,62840462;45,60320899;218669;8627150;8676557;17522376;"	";-615;375;-1;33;119,4467328;51,87649632;43,43065324;306485;13236968;13308034;26851487
Instance-20-10-32-0;1;1;"	";-319;417;-1;27;30,93670225;13,87816072;44,85985805;175354;6732178;6771133;13678665;"	";-447;417;-1;27;83,88946724;37,3274157;44,49595037;235934;10073384;10126805;20436123
Instance-20-10-32-1;1;1;"	";-507;453;-1;35;69,88201404;30,26228833;43,30483136;279968;12395564;12460066;25135598;"	";-667;453;-1;35;175,2279439;72,96255589;41,63865321;358598;16839255;16923263;34121116
Instance-20-10-32-2;1;1;"	";-505;487;-1;40;76,04209876;31,53324246;41,46813802;290044;12831900;12898846;26020790;"	";-793;487;-1;40;225,1206543;83,30989981;37,00677757;431751;20817385;20919568;42168704
Instance-20-10-32-3;1;1;"	";-522;438;-1;32;68,39928007;30,49417925;44,58260265;276248;12232734;12296011;24804993;"	";-586;438;-1;32;149,8851156;64,97068357;43,34698833;307632;14010893;14081927;28400452
Instance-20-10-32-4;1;1;"	";-410;422;-1;30;48,01022029;22,96603227;47,83571525;216446;8883038;8931532;18031016;"	";-538;422;-1;30;116,7440822;53,08804655;45,47386518;278191;12325212;12388747;24992150
Instance-20-10-32-5;1;1;"	";-507;357;-1;32;53,03662896;23,43178344;44,18037854;235575;10120658;10173293;20529526;"	";-667;357;-1;32;139,7999704;59,38091755;42,47562956;313662;14506022;14577879;29397563
Instance-20-10-32-6;1;1;"	";-469;427;-1;33;60,06531501;26,03958511;43,35211613;251160;11103321;11159322;22513803;"	";-629;427;-1;33;156,521554;64,45275307;41,1781965;329474;15523563;15598901;31451938
Instance-20-10-32-7;1;0;"	";-518;442;-1;56;64,12078762;28,41625929;44,31676582;273259;11807736;11871283;23952278;"	";;;;;;;;;;;
Instance-20-10-32-8;1;1;"	";-524;436;-1;34;106,81584;64,39273787;60,28388473;279988;12435775;12499699;25215462;"	";-652;436;-1;34;205,6884453;103,4040043;50,27215028;342787;15980634;16060105;32383526
Instance-20-10-32-9;1;1;"	";-426;470;-1;35;53,98925757;22,52568364;41,72252899;242496;10086465;10142130;20471091;"	";-650;470;-1;35;158,9333344;62,76491261;39,49134577;351781;16226739;16309323;32887843
Instance-20-10-34-0;1;1;"	";-456;428;-1;40;52,0804553;21,76658869;41,79415975;227783;9884102;9934869;20046754;"	";-932;428;-1;40;270,1996813;89,91451335;33,27706122;460667;23787687;23896000;48144354
Instance-20-10-34-1;1;1;"	";-511;543;-1;38;91,9589982;38,37724566;41,73299668;307215;14426010;14497371;29230596;"	";-749;543;-1;38;252,9167037;98,65245175;39,00590602;424381;21461986;21562511;43448878
Instance-20-10-34-2;1;1;"	";-674;482;-1;40;116,1949778;47,10072637;40,53593991;357261;17331141;17415174;35103576;"	";-878;482;-1;40;335,700223;117,9242516;35,12784428;457817;23380818;23489931;47328566
Instance-20-10-34-3;1;1;"	";-511;475;-1;31;75,95775604;32,84224319;43,23751109;273553;12606818;12668674;25549045;"	";-579;475;-1;31;164,7752898;67,62225938;41,03907781;306748;14600690;14670709;29578147
Instance-20-10-34-4;1;1;"	";-524;428;-1;32;67,63662887;27,21169853;40,23219221;264267;12151743;12210909;24626919;"	";-660;428;-1;32;169,5421681;67,47296453;39,797158;330704;16122785;16198287;32651776
Instance-20-10-34-5;1;1;"	";-456;462;-1;32;56,46081734;23,2874856;41,24539229;241548;10432170;10487604;21161322;"	";-626;462;-1;32;153,092274;60,95535302;39,81608702;324049;15327490;15403143;31054682
Instance-20-10-34-6;1;1;"	";-493;425;-1;35;57,45401907;23,60001254;41,07634753;242221;10506486;10561847;21310554;"	";-765;425;-1;35;187,3108528;73,58754992;39,28632476;375058;18402711;18490857;37268626
Instance-20-10-34-7;1;1;"	";-396;522;-1;39;59,11376095;23,77414274;40,21761154;241062;10538717;10593368;21373147;"	";-804;522;-1;39;325,0219271;88,33222699;27,17731317;440638;22508418;22612402;45561458
Instance-20-10-34-8;1;1;"	";-574;480;-1;38;102,9721229;45,23677278;43,93108688;312942;15079754;15151232;30543928;"	";-812;480;-1;38;277,5819061;108,3762143;39,04296782;430026;22074687;22175296;44680009
Instance-20-10-34-9;1;1;"	";-470;448;-1;35;62,8116138;26,31864595;41,90092303;244022;10892962;10947621;22084605;"	";-742;448;-1;35;196,0480313;77,96330786;39,76745256;376715;18883940;18971257;38231912
Instance-20-10-36-0;1;0;"	";-601;515;-1;42;103,9321959;39,48792028;37,99392473;320678;15784489;15858364;31963531;"	";;;;;;;;;;;
Instance-20-10-36-1;1;1;"	";-442;530;-1;39;91,86309814;50,22288108;54,67144272;253357;11516314;11573988;23343659;"	";-874;530;-1;39;320,2802365;123,523221;38,56723174;464398;24842748;24952554;50259700
Instance-20-10-36-2;1;1;"	";-566;442;-1;40;81,60958672;33,93404937;41,58095971;276516;12996640;13060052;26333208;"	";-998;442;-1;40;410,1916604;113,3826647;27,64138709;488643;26322774;26438841;53250258
Instance-20-10-36-3;1;1;"	";-510;498;-1;30;89,99156356;39,30417824;43,67540321;281669;13846565;13909226;28037460;"	";-582;498;-1;30;195,396636;79,52618361;40,69987346;316701;16052972;16124236;32493909
Instance-20-10-36-4;1;1;"	";-432;468;-1;29;52,65880823;21,32082868;40,48862743;220104;9617054;9666371;19503529;"	";-576;468;-1;29;140,8422284;54,43951941;38,65283873;288648;13870147;13935983;28094778
Instance-20-10-36-5;1;1;"	";-441;495;-1;35;58,06204391;24,27642298;41,81117533;236550;10429051;10483032;21148633;"	";-765;495;-1;35;235,7177672;83,04832077;35,23210055;394203;20311765;20404522;41110490
Instance-20-10-36-6;1;1;"	";-397;467;-1;35;58,26979852;26,07529163;44,7492394;213438;9464200;9511293;19188931;"	";-793;467;-1;35;316,4410498;94,9245882;29,99755824;405708;21551756;21646058;43603522
Instance-20-10-36-7;1;0;"	";-749;475;-1;40;128,6728809;46,56854081;36,19141849;385569;20357325;20445959;41188853;"	";;;;;;;;;;;
